"","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","threshold"
"20674","TTLL4",551.575514110789,-2.20095652833516e-05,0.00144242927724785,0.174032243637079,0.936932111390819,FALSE
"20676","COX3",98506.2458901294,-2.205794473174e-05,0.00144250042693953,0.119962577471668,0.9247982916641,FALSE
"20677","PILRA",3755.07844484312,-2.20768413221145e-05,0.00144245843664355,0.146902726171212,0.936932111390819,FALSE
"20678","DOLPP1",132.120173728803,-2.20810041569743e-05,0.00144235551811774,0.475596296561438,0.969737369845066,FALSE
"20679","SPTAN1",3873.44326234055,-2.20865379373835e-05,0.00144212601441817,0.309214915763225,0.950369977061049,FALSE
"20680","CCDC65",88.328540778631,-2.21204806817837e-05,0.00144259487866028,0.0698768032560992,0.897433386962604,FALSE
"20682","CANT1",2295.35247954014,-2.21626231440049e-05,0.00144233905948292,0.213981266896257,0.943101168638276,FALSE
"20683","ZNF428",300.962844220066,-2.2167988492801e-05,0.00144243028393992,0.168953500854699,0.936932111390819,FALSE
"20684","ABHD11",169.463755228128,-2.21955640488799e-05,0.00144243831627705,0.138996300985694,0.936932111390819,FALSE
"20685","FAM229A",601.98156477615,-2.22000958282732e-05,0.00144242446596642,0.381910415547995,0.963591739344519,FALSE
"20686","TCEANC",98.9489748387224,-2.22175408474024e-05,0.00144234612284415,0.338577193978898,0.957332609636219,FALSE
"20687","PHETA2",56.3890053105056,-2.22243926660614e-05,0.00144260044086114,0.0538305910523024,0.876110356086204,FALSE
"20688","HMGN2",3468.45976473975,-2.22247736715887e-05,0.00144204391788067,0.334872449833201,0.956636362998901,FALSE
"20690","FUNDC2",793.891643734554,-2.22695365768132e-05,0.00144263488558141,0.126023315539804,0.9333972064577,FALSE
"20691","RNF20",681.392788695908,-2.23201036973506e-05,0.00144176205868727,0.243860172715821,0.943101168638276,FALSE
"20692","LMAN2L",118.472103038335,-2.23313166353107e-05,0.00144229193366237,0.475323790821614,0.969737369845066,FALSE
"20694","SQSTM1",4623.62689356534,-2.23946851962351e-05,0.00144194924696427,0.360778484784529,0.961364189236488,FALSE
"20696","DAPK2",1214.10072667828,-2.24136317847455e-05,0.00144259773399665,0.0585453602953673,0.88085672646122,FALSE
"20697","SNX17",1403.3941682189,-2.24393590133206e-05,0.00144189636791709,0.194706484911448,0.943101168638276,FALSE
"20698","PHF7",60.9831449039117,-2.24499498319745e-05,0.00144251715318101,0.0848335756084358,0.908254357658833,FALSE
"20700","ATIC",417.809602335246,-2.24634011067002e-05,0.00144228139075014,0.128320361842031,0.9333972064577,FALSE
"20701","CENPT",1252.76796941204,-2.24675739034058e-05,0.00144212679703535,0.160109036372164,0.936932111390819,FALSE
